subject,predicate,object
C0225358,LOCATION_OF,C0001418
C0494165,TREATS(INFER),C0969690
C0030705,PROCESS_OF,C0015230
C0346979,TREATS,C0040808
C0020885,LOCATION_OF,C0021368
C0194810,TREATS,C0007112
C0679646,PART_OF,C0032584
C1539750,AFFECTS,C1512409
C0242939,TREATS,C0030705
C0278488,LOCATION_OF,C0030274
C0532025,AFFECTS,C0014173
C0015350,PART_OF,C0009325
C3536909,LOCATION_OF,C0086418
C1511562,TREATS,C0027627
C0030705,PART_OF,C0005682
C0001418,ISA,C0031511
C0009402,PREDISPOSES,C3714514
C0007097,AFFECTS,C0013227
C0596577,CAUSES,C0000737
C0021851,PART_OF,C0001625
C0333983,LOCATION_OF,C2350307
C1420343,LOCATION_OF,C0178784
C0748864,LOCATION_OF,C0003617
C0079419,LOCATION_OF,C0391908
C1266025,PROCESS_OF,C0030705
C0013879,LOCATION_OF,C0030705
C0007102,TREATS,C0031855
C0919691,ISA,C0009566
C0683140,AFFECTS,C0087111
C0006142,TREATS,C0041165
C0278583,LOCATION_OF,C0229473
C0582175,ADMINISTERED_TO,C4277735
C0879389,LOCATION_OF,C0431085
C0596581,TREATS(INFER),C0036572
C1417825,LOCATION_OF,C0040300
C0003250,INTERACTS_WITH,C0599220
C0060397,INTERACTS_WITH,C0008269
C1564904,ASSOCIATED_WITH,C0730328
C2608114,PREVENTS,C0038941
C0040395,DIAGNOSES,C1513183
C0007113,CAUSES,C0719214
C1421387,AFFECTS,C1519751
C0333875,PREDISPOSES,C0005516
C0861461,TREATS,C0547070
C0741885,DIAGNOSES,C0019637
C0017725,CONVERTS_TO,C0041984
C1539878,INTERACTS_WITH,C0007090
C0030705,PROCESS_OF,C0015214
C0007102,AFFECTS,C0686619
C0238637,COEXISTS_WITH,C0039082
C0027672,LOCATION_OF,C0021853
C0162643,PREDISPOSES,C0427965
C0012243,ISA,C0027651
C0015252,TREATS(INFER),C0677984
C1516188,AFFECTS,C0024819
C0175722,TREATS,C0027651
C0006826,ISA,C3489630
C3887958,LOCATION_OF(SPEC),C0030705
C0018270,AUGMENTS,C0003162
C1420331,STIMULATES,C0038250
C1511562,TREATS,C0027651
C3896609,COMPARED_WITH,C0033727
C1256770,INTERACTS_WITH,C0018956
C0178874,AFFECTS,C0012935
C0030705,PROCESS_OF,C0005891
C0027651,TREATS,C0016360
C0027686,AUGMENTS,C0596087
C0679838,DISRUPTS,C2744535
C4505465,TREATS(INFER),C0009324
C0027361,PROCESS_OF,C2062516
C0009324,TREATS,C1706912
C1511767,STIMULATES,C0255813
C0030956,INTERACTS_WITH,C0227525
C0017262,DISRUPTS,C0056503
C0948380,TREATS,C0013218
C0069717,AFFECTS,C1258005
C0812198,STIMULATES,C3269144
C0948380,TREATS,C0013216
C3271738,PART_OF,C0027651
C0341703,PRECEDES,C0009566
C0030705,LOCATION_OF,C1414860
C0033684,ASSOCIATED_WITH,C0007097
C0079189,ASSOCIATED_WITH,C0333516
C2004459,COMPARED_WITH,C2004459
C0041951,PART_OF,C0003617
C0537111,AFFECTS,C1654934
C0031831,PROCESS_OF,C0030193
C0032594,LOCATION_OF,C1085943
C0087111,TREATS,C0032584
C0087111,TREATS,C0032580
C0851140,LOCATION_OF,C0034896
C0150312,DIAGNOSES,C0809786
C1261473,ISA,C0023827
C0035363,LOCATION_OF,C1704729
C0035317,CAUSES,C0162316
C1335302,LOCATION_OF,C0024109
C0301872,LOCATION_OF,C0040300
C0015350,PART_OF,C0009368
C0948380,TREATS,C0013227
C0030705,TREATS,C0260314
C0670896,LOCATION_OF,C0024109
C0000737,PROCESS_OF(SPEC),C0030705
C0034541,INTERACTS_WITH(INFER),C1366524
C0238198,LOCATION_OF,C0178825
C1168005,USES,C0079189
C0006826,CAUSES,C0027651
C1825912,AUGMENTS,C0009402
C0021390,COEXISTS_WITH,C0221198
C0346163,LOCATION_OF,C0162327
C3898221,DIAGNOSES,C0376358
C1824702,ASSOCIATED_WITH,C0278701
C0085786,ISA,C0035204
C0007102,ASSOCIATED_WITH,C1426212
C0596290,AFFECTS,C1519595
C0334357,PROCESS_OF,C0011011
C0080054,AFFECTS,C0009402
C0016360,COMPARED_WITH,C2677316
C0242379,ASSOCIATED_WITH,C0054541
C0033799,ASSOCIATED_WITH,C0009402
C1101610,AFFECTS(SPEC),C0017262
C0598934,DISRUPTS,C0002520
C3814448,TREATS,C0007097
C0118522,STIMULATES,C0058108
C0041361,AUGMENTS,C0301872
C0262401,COEXISTS_WITH,C0686619
C0267548,DIAGNOSES,C0040395
C0341365,DIAGNOSES,C0043299
C0205695,ISA,C0007095
C0178825,LOCATION_OF,C1709603
C0011135,ISA,C0026649
C0034802,INHIBITS,C0003250
C0009375,TREATS,C0450442
C0017952,AFFECTS,C1567665
C0439631,TREATS,C0581833
C0111208,AFFECTS,C1520113
C0598934,DISRUPTS,C0812236
C0301872,AFFECTS,C0011135
C2980094,TREATS,C0031831
C0021107,TREATS,C0030705
C0855052,LOCATION_OF,C1275631
C0001551,TREATS,C0221423
C0009402,PART_OF,C2316368
C0599755,TREATS,C1422736
C0208355,INHIBITS,C1176309
C0678723,NEG_AFFECTS,C3540512
C0007102,AUGMENTS,C0162905
C0007103,PROCESS_OF,C0206194
C0031269,TREATS(INFER),C1522577
C0006826,ASSOCIATED_WITH,C0173924
C0345832,DIAGNOSES,C0742919
C0011065,CAUSES,C1539620
C0079189,AFFECTS,C1123009
C0009566,AFFECTS,C0679637
C0086418,LOCATION_OF,C1413555
C0001418,PART_OF,C2316368
C1513183,CAUSES,C1427148
C0030705,ADMINISTERED_TO,C1883256
C0033572,LOCATION_OF,C0009404
C0030705,TREATS,C0020699
C0007102,TREATS,C0124209
C0033572,LOCATION_OF,C0009402
C0021852,LOCATION_OF,C0009566
C3825288,PROCESS_OF,C0007102
C0227375,LOCATION_OF,C0028778
C0032042,ADMINISTERED_TO,C0679646
C0040461,LOCATION_OF,C0026724
C1704708,AUGMENTS,C1523298
C0009402,PREDISPOSES,C0039644
C0009402,TREATS,C1874451
C0164786,STIMULATES,C1620047
C0027651,ASSOCIATED_WITH,C1413342
C0026724,PART_OF,C0016030
C0043210,TREATS,C0600558
C0020885,PART_OF,C0448967
C1708747,AFFECTS,C0003617
C0029250,PART_OF,C0033572
C0009253,NEG_AFFECTS,C0009402
C0033572,LOCATION_OF,C1527349
C0015031,LOCATION_OF,C1318045
C1868801,TREATS,C0026809
C0017337,ISA,C2239486
C0004610,PROCESS_OF,C0030705
C1143949,AFFECTS,C0858952
C1523298,AFFECTS,C0016360
C0021853,LOCATION_OF,C1519414
C0015733,LOCATION_OF,C0174307
C0024525,ISA,C0678236
C0006826,COEXISTS_WITH,C0206754
C0021852,AFFECTS,C0543478
C0042679,INHIBITS,C0169101
C0040808,USES,C1704743
C0009319,TREATS,C2242628
C0009402,PREDISPOSES,C0015691
C0027651,CAUSES,C0861352
C0042105,LOCATION_OF,C0599779
C0037215,TREATS,C0392209
C0009402,PREDISPOSES,C0015684
C0012359,COEXISTS_WITH,C0860204
C0022346,DIAGNOSES,C0031831
C1419427,INHIBITS,C0072108
C0009378,METHOD_OF,C1882982
C1418552,PREDISPOSES,C0686619
C0103404,AFFECTS,C0040300
C0085104,TREATS,C0006826
C0030705,PROCESS_OF,C0683154
C0684030,PROCESS_OF,C1817756
C0153446,PREVENTS,C1705590
C0879626,COEXISTS_WITH,C0009402
C3714634,AFFECTS,C1155046
C0664336,INHIBITS,C1425830
C0009402,TREATS(INFER),C0671970
C0024299,NEG_COEXISTS_WITH,C0017638
C0009402,AFFECTS,C0037278
C0598934,AFFECTS,C1539297
C0027021,INHIBITS,C1415761
C1538115,LOCATION_OF,C0599755
C0543467,AFFECTS(SPEC),C0019080
C3840862,NEG_TREATS,C1273551
C0032580,TREATS(INFER),C0192871
C0038351,LOCATION_OF,C1334411
C0877441,PROCESS_OF,C0009932
C0020517,PREDISPOSES,C1413963
C0399620,DIAGNOSES,C1265604
C0027627,LOCATION_OF,C4545645
C0079427,PRODUCES,C1257792
C0450442,ISA,C0021576
C0042210,INHIBITS,C1418401
C0009404,PROCESS_OF,C0238598
C0009274,TREATS,C0949059
C0282090,ISA,C0005632
C0683525,TREATS,C1457887
C1517722,PREVENTS,C0032787
C0012634,PREDISPOSES,C0015259
C0086418,PROCESS_OF,C1836348
C0001771,AUGMENTS,C0018270
C0178874,AFFECTS,C0683143
C0494165,TREATS,C0419095
C0013089,TREATS,C0027651
C0671970,TREATS,C0278479
C0001418,ASSOCIATED_WITH,C1414917
C0153446,TREATS,C0678812
C0596402,AFFECTS,C0006826
C0008318,PREVENTS,C0009402
C0022646,PART_OF,C0014597
C0007082,ASSOCIATED_WITH,C0015376
C0671970,TREATS,C0278480
C0009402,PREDISPOSES,C4023452
C0164786,INHIBITS,C0062638
C3469837,STIMULATES,C1335837
C2933603,INTERACTS_WITH,C1883559
C0023890,PROCESS_OF,C0030705
C0007531,LOCATION_OF,C0334254
C0334044,TREATS,C0013804
C0920425,USES,C0387583
C0278252,PROCESS_OF,C3826770
C0810152,PRECEDES,C0332853
C0741885,COEXISTS_WITH,C0040053
C0003250,LOCATION_OF,C0227388
C0001261,ISA,C0029118
C1333527,INHIBITS,C0041004
C0345916,LOCATION_OF,C0013294
C0007600,LOCATION_OF,C0014406
C0030705,ADMINISTERED_TO,C0003232
C0027651,DIAGNOSES,C0947630
C0015250,TREATS(INFER),C0009566
C0014175,ISA,C0269102
C0016360,CAUSES,C0879626
C0184918,TREATS,C0030705
C0525037,MEASURES,C1514628
C0018270,DISRUPTS,C0025598
C0012634,CAUSES,C0030940
C0677984,TREATS,C0009274
C0941053,ISA,C0006826
C0174680,ASSOCIATED_WITH,C0006826
C0024109,LOCATION_OF,C1513183
C1872855,ASSOCIATED_WITH,C0027651
C0021344,ISA,C0043210
C0013216,TREATS(INFER),C2939419
C0006826,COEXISTS_WITH,C0544886
C0009450,AFFECTS,C0439662
C0030705,TREATS,C0127615
C0060808,PART_OF(SPEC),C0524645
C0666743,TREATS,C2239176
C0027627,AFFECTS,C0920467
C0001418,TREATS,C0002903
C0524851,TREATS,C0013227
C0011860,ISA,C0011849
C0009402,PREDISPOSES,C1413822
C0087111,USES,C0012155
C2239176,TREATS(INFER),C4086499
C0742343,ASSOCIATED_WITH,C1825598
C3812881,TREATS,C0030705
C0118522,AFFECTS,C0030012
C0920638,COEXISTS_WITH,C3850136
C0235974,TREATS,C0030279
C0540883,LOCATION_OF,C0014597
C0009402,ASSOCIATED_WITH,C0086860
C0004611,CAUSES,C0006826
C1511790,TREATS(INFER),C0025209
C0184918,COMPARED_WITH,C1521745
C0005516,PREDISPOSES,C0009402
C1412407,STIMULATES,C1413514
C0006826,LOCATION_OF,C0013293
C0027627,TREATS,C4055631
C0034896,LOCATION_OF,C0266153
C1550101,LOCATION_OF,C0022917
C0009368,LOCATION_OF,C0334097
C0025266,PROCESS_OF,C0020459
C0009402,COEXISTS_WITH(SPEC),C0206696
C0030705,ADMINISTERED_TO,C0003250
C0032580,COEXISTS_WITH,C0017185
C1700929,TREATS,C0685938
C0022885,METHOD_OF,C0599209
C1699633,USES,C0046056
C0334227,LOCATION_OF,C2980094
C0031638,TREATS,C0034693
C0009450,AFFECTS,C0043528
C0005863,DIAGNOSES,C0024117
C3850136,TREATS,C0750952
C0278480,COEXISTS_WITH,C0031117
C0599755,PROCESS_OF,C1262091
C0599725,AFFECTS,C0073328
C0150312,LOCATION_OF,C0024204
C1708747,COEXISTS_WITH,C1513269
C0349534,TREATS,C0013216
C0009063,NEG_TREATS,C0030827
C0150312,COEXISTS_WITH,C3887654
C0494165,PREDISPOSES,C1835841
C0529099,LOCATION_OF,C0030705
C0221198,LOCATION_OF,C0030274
C0009404,ASSOCIATED_WITH,C2744535
C0007581,AFFECTS,C2239176
C0026882,AFFECTS,C1449699
C0544886,PROCESS_OF,C0684312
C1550100,PART_OF,C0086418
C1567665,LOCATION_OF,C0227525
C3846514,CAUSES,C0333288
C0206754,PART_OF,C1456447
C0679646,PROCESS_OF(SPEC),C1527249
C0040300,PROCESS_OF,C0010357
C0007587,CAUSES,C0014582
C0009319,ASSOCIATED_WITH,C0871261
C0030705,AFFECTS,C3272694
C0032433,ISA,C0037871
C0031809,ISA,C0376443
C1564904,STIMULATES,C1425792
C0002085,AUGMENTS,C0009402
C0016799,INTERACTS_WITH,C1415764
C0030705,ADMINISTERED_TO,C2363923
C0040732,TREATS(INFER),C0011849
C0178874,ASSOCIATED_WITH,C1423817
C0332448,AFFECTS,C0017337
C0685938,AFFECTS,C2939419
C0013216,COMPARED_WITH,C4321251
C1319315,TREATS(INFER),C0400076
C0009402,TREATS,C0199176
C0021933,PREVENTS,C0184908
C0029925,AFFECTS(SPEC),C0007103
C0041296,COMPLICATES,C0007113
C0086418,PROCESS_OF(SPEC),C0007847
C1424250,STIMULATES,C0022688
C0020885,PART_OF,C0003842
C0596843,AFFECTS,C1846723
C0021853,LOCATION_OF,C3277934
C0205699,LOCATION_OF,C0031153
C0220908,USES,C0002932
C0001758,COEXISTS_WITH,C0920425
C2939419,OCCURS_IN,C0030705
C0206696,COEXISTS_WITH,C0027651
C1522449,ISA,C1512814
C0205255,DIAGNOSES,C0412620
C0173924,COEXISTS_WITH,C0001551
C0008059,PROCESS_OF,C0005967
C0456900,DIAGNOSES,C1334715
C0011900,ADMINISTERED_TO,C0027361
C1335167,PART_OF,C2316368
C0002210,CAUSES,C0024623
C0024485,DIAGNOSES,C0013604
C0001418,TREATS,C2349245
C0029925,AFFECTS(SPEC),C0007115
C0015252,TREATS,C0028754
C1457887,ISA,C0003467
C0012899,DISRUPTS,C0376515
C0072108,LOCATION_OF,C0040300
C0227952,PART_OF,C0039259
C0027651,ASSOCIATED_WITH,C0017770
C0006826,TREATS,C0020971
C0796494,LOCATION_OF,C2939419
C1423854,LOCATION_OF,C1999167
C0949059,COEXISTS_WITH,C0014869
C0003617,PART_OF,C0030705
C0007097,LOCATION_OF,C0025037
C0267830,COEXISTS_WITH,C0741885
C0008679,AFFECTS,C1290884
C0003241,AUGMENTS,C3156720
C0346429,ISA,C0039082
C0039259,LOCATION_OF,C0067762
C0007140,TREATS,C0040808
C0030054,PRODUCES,C0301872
C1698754,STIMULATES,C1420322
C0007130,NEG_COEXISTS_WITH,C0278479
C0034802,ASSOCIATED_WITH,C0009402
C0269102,AFFECTS,C0003617
C0242606,DISRUPTS,C1415619
C0030705,ADMINISTERED_TO,C0003292
C1820119,CAUSES,C0029297
C0007600,PROCESS_OF,C0031715
C0750430,DIAGNOSES,C0345832
C1527752,STIMULATES,C1321914
C0040083,INHIBITS,C0029984
C0008679,OCCURS_IN,C0025266
C0031150,DIAGNOSES,C0009402
C2986682,ASSOCIATED_WITH,C1825598
C0003402,ISA,C0071649
C0042149,LOCATION_OF,C0346202
C1537028,METHOD_OF,C1699633
C1366486,LOCATION_OF,C0040300
C0012155,AFFECTS,C0021368
C0194401,PRECEDES,C0524865
C0029925,AFFECTS(SPEC),C0007137
C1418581,ASSOCIATED_WITH,C2239176
C0029925,AFFECTS(SPEC),C0007134
C0015252,TREATS,C0028778
C1979844,PART_OF,C0041242
C0023911,TREATS,C0006826
C0009368,LOCATION_OF,C0334277
C0153446,AFFECTS,C1708287
C0221198,ISA,C0282207
C0380162,ASSOCIATED_WITH,C0027651
C1366894,AFFECTS,C0031715
C3827014,AFFECTS,C0948380
C0001418,AFFECTS,C0013303
C0040648,CAUSES,C0027651
C0086418,PART_OF,C0007600
C0740457,TREATS,C0013227
C0332448,PREVENTS,C1706912
C1425291,PART_OF,C0009368
C0280100,DIAGNOSES,C1699633
C0600688,CAUSES,C0003392
C0017185,PREDISPOSES,C0005390
C0039736,COEXISTS_WITH,C0013227
C1414520,ASSOCIATED_WITH,C0009402
C0206194,PROCESS_OF,C0751416
C1825500,LOCATION_OF,C0040300
C0043210,PROCESS_OF,C0085183
C1332838,ASSOCIATED_WITH,C2239176
C0027819,AFFECTS,C0007595
C1519167,ISA,C0007586
C0475358,LOCATION_OF,C1327413
C0012860,PRODUCES,C0162772
C0021390,ASSOCIATED_WITH,C0079225
C0282090,INTERACTS_WITH,C0043047
C0007137,LOCATION_OF,C0178825
C0023530,ISA,C0746883
C0030797,LOCATION_OF,C0412620
C0020517,TREATS,C0021083
C0023690,USES,C0023692
C0006826,CAUSES,C0243192
C0162638,LOCATION_OF,C0431085
C0021760,LOCATION_OF(SPEC),C1550101
C0221198,TREATS,C0175722
C0021701,PART_OF,C0005515
C0178874,COEXISTS_WITH,C0007097
C0007140,LOCATION_OF,C0227411
C1510779,LOCATION_OF,C2939419
C0024109,LOCATION_OF(SPEC),C0007130
C0772289,LOCATION_OF,C0025266
C0009402,AUGMENTS,C1414178
C0001418,ASSOCIATED_WITH,C0016790
C0001418,ASSOCIATED_WITH,C1424504
C0009402,ASSOCIATED_WITH,C1414228
C0850572,DIAGNOSES,C0920367
C0065538,DISRUPTS,C0027651
C0001418,ASSOCIATED_WITH,C1835909
C0042232,LOCATION_OF(SPEC),C0007103
C0149889,LOCATION_OF,C0042232
C0026724,NEG_LOCATION_OF,C0153436
C0796392,TREATS(INFER),C0009402
C0007124,ISA,C1458155
C0024117,DISRUPTS,C1825468
C0021044,ISA,C0014441
C0027651,ISA,C1335167
C0034896,LOCATION_OF,C0026277
C1306294,PROCESS_OF,C0030705
C3554772,PROCESS_OF,C0599755
C0920420,OCCURS_IN,C0030705
C0699040,PART_OF,C0009402
C0009402,ASSOCIATED_WITH,C0170657
C0182400,TREATS,C1520166
C0598363,LOCATION_OF,C0030705
C0153446,PART_OF,C1416433
C3658706,ADMINISTERED_TO,C0043210
C0001675,ADMINISTERED_TO,C1883256
C1819459,AUGMENTS,C0023810
C0009402,COEXISTS_WITH(SPEC),C0001418
C0007621,DISRUPTS,C4255069
C1333524,ASSOCIATED_WITH,C0001418
C0011065,AFFECTS,C0007102
C1290886,ISA,C0009324
C0011900,DIAGNOSES,C1704258
C1456447,ASSOCIATED_WITH,C0027651
C0030705,LOCATION_OF,C1424212
C1423065,LOCATION_OF,C0029250
C0229671,LOCATION_OF,C0008377
C1550100,MEASURES,C0014441
C0009324,PROCESS_OF(SPEC),C0030705
C0001418,TREATS,C0193011
C0144576,INTERACTS_WITH(SPEC),C0069906
C1424250,AFFECTS,C0153676
C0009402,PREVENTS,C1257879
C0280252,TREATS(INFER),C3162255
C0206693,COEXISTS_WITH,C0009402
C3179062,TREATS(INFER),C0677984
C0007584,METHOD_OF,C0017296
C0033377,LOCATION_OF,C0026724
C1413587,STIMULATES,C0063034
C0341703,ASSOCIATED_WITH,C0001779
C1261322,COEXISTS_WITH,C0152060
C0041538,PART_OF,C0073299
C0009378,DIAGNOSES,C0034885
C0431085,INTERACTS_WITH,C0079427
C3269144,STIMULATES,C1415063
C0007584,USES,C1540289
C0026845,NEG_LOCATION_OF,C1827293
C0027653,AFFECTS,C2939419
C0011135,AFFECTS,C0014653
C0002345,AFFECTS,C0035668
C0023374,COEXISTS_WITH,C0009402
C0034606,USES,C0028833
C0014597,PRODUCES,C0030956
C0203418,LOCATION_OF,C0521377
C1319315,TREATS(INFER),C4550936
C0349534,PREDISPOSES,C0001175
C1523298,DISRUPTS,C0042666
C0334044,CAUSES,C1538532
C1512167,LOCATION_OF,C1419195
C0262401,AUGMENTS,C0017337
C0030274,LOCATION_OF,C3160815
C0169661,ASSOCIATED_WITH,C0027819
C0278259,COMPARED_WITH,C0192861
C1419637,STIMULATES,C1420699
C0334277,TREATS,C0023928
C0030705,PROCESS_OF,C0343965
C3280470,TREATS,C0810152
C0019144,ADMINISTERED_TO,C0030705
C0012155,PREDISPOSES,C0007102
C0007134,ASSOCIATED_WITH(SPEC),C0039736
C0965245,LOCATION_OF,C0475358
C0685938,PREDISPOSES,C0019247
C1422239,INTERACTS_WITH,C1172384
C0525033,INTERACTS_WITH,C2985398
C0162638,NEG_AFFECTS,C1654934
C0341406,LOCATION_OF,C0020880
C0231221,DIAGNOSES,C0040405
C1515670,PROCESS_OF,C0030705
C1143949,CAUSES,C0162638
C0870602,PROCESS_OF,C1368354
C0032594,DISRUPTS,C0014609
C0301872,AUGMENTS,C0670896
C0009404,PREDISPOSES,C1825598
C0334246,PROCESS_OF,C0025266
C3179010,ADMINISTERED_TO,C0030705
C2939419,LOCATION_OF,C0008520
C0040649,DISRUPTS,C0025023
C0278701,COEXISTS_WITH,C0920269
C1519680,AUGMENTS,C1538632
C1457887,ISA,C0027497
C0153381,AFFECTS,C0007621
C0400843,COEXISTS_WITH,C0278689
C0040395,DIAGNOSES,C0007177
C1155003,AFFECTS,C0301872
C0242596,DIAGNOSES,C1449699
C0346957,LOCATION_OF,C0006141
C0086418,PROCESS_OF,C0019868
C1096155,ASSOCIATED_WITH,C0005885
C0085162,TREATS,C0262926
C0026473,LOCATION_OF,C1826449
C1418552,COMPARED_WITH,C1418552
C2611831,PROCESS_OF,C0007600
C0069676,INTERACTS_WITH,C0387583
C1820119,AFFECTS,C0004391
C0030705,PART_OF,C0221209
C2608114,METHOD_OF,C0751429
C0003241,ASSOCIATED_WITH,C0024623
C0152020,TREATS(INFER),C0030547
C0043299,ISA,C1699633
C0009402,PREDISPOSES,C0333355
C2960226,PREVENTS,C0919691
C0027361,AFFECTS,C0007102
C0021083,PREVENTS,C0920617
C0030705,NEG_PROCESS_OF,C0400966
C0012634,TREATS,C0042105
C0014939,ASSOCIATED_WITH,C0009402
C0030705,ADMINISTERED_TO,C0149750
C0205699,LOCATION_OF,C0006141
C0001418,LOCATION_OF,C0237007
C0027361,PROCESS_OF,C0029456
C0032580,TREATS,C0087111
C0677936,NEG_TREATS,C0013216
C0030705,LOCATION_OF,C1336636
C1261287,COEXISTS_WITH,C0038238
C0030705,LOCATION_OF,C1424250
C0679246,DIAGNOSES,C0032743
C0001418,TREATS,C0193062
C0030940,INTERACTS_WITH,C0030956
C0020517,AFFECTS,C1823840
C0929301,PART_OF,C0229649
C0014175,PROCESS_OF,C0030705
C0007102,TREATS,C4038855
C0164786,LOCATION_OF,C0026845
C0123047,DISRUPTS,C0027746
C0017362,INHIBITS,C1823635
C0020964,AFFECTS,C0028630
C1961537,COMPARED_WITH,C0282624
C1300127,LOCATION_OF,C0009368
C0007131,ISA,C0007097
C0009402,ASSOCIATED_WITH,C3813556
C0030705,PART_OF,C0221210
C0011900,METHOD_OF,C1721048
C0030705,PROCESS_OF,C4086720
C0079304,LOCATION_OF,C0018704
C0013018,ADMINISTERED_TO,C0012737
C2118460,AFFECTS(SPEC),C0282193
C0006625,CAUSES,C0028754
C0040300,LOCATION_OF,C1336848
C0543467,TREATS,C0949059
C0005558,LOCATION_OF,C0549207
C0013216,TREATS,C4054953
C0001962,AUGMENTS,C0032584
C0007113,COEXISTS_WITH,C0009566
C1413460,INTERACTS_WITH,C1825819
C0009253,AFFECTS,C2348001
C0184661,PRECEDES,C2004459
C0007113,TREATS,C4264454
C0015350,AFFECTS,C1413569
C0035668,ASSOCIATED_WITH,C0010346
C0021083,TREATS,C0677984
C0015252,PRECEDES,C0374190
C0006098,TREATS,C0442804
C0877248,TREATS,C0069717
C0006826,COMPLICATES,C0267941
C0013303,AFFECTS,C0042105
C0014609,LOCATION_OF,C1424135
C0005401,LOCATION_OF,C0027651
C0027651,PART_OF,C0051134
C0019144,ISA,C0015252
C0001418,TREATS,C0193083
C0030705,PROCESS_OF,C0279068
C0030705,PART_OF,C0941053
C0178784,LOCATION_OF,C0278252
C0008059,PROCESS_OF,C0005940
C4050242,AUGMENTS,C0123931
C0085605,PREVENTS,C1261322
C3273990,COEXISTS_WITH,C0006826
C0015576,PROCESS_OF,C0009402
C0021760,DISRUPTS,C0494165
C0333875,AFFECTS,C0043210
C0004641,PRODUCES,C0004611
C1332821,STIMULATES,C3540595
C0006142,AFFECTS,C0220630
C0002871,NEG_PROCESS_OF,C0030705
C0007090,INTERACTS_WITH,C1418630
C0017473,INTERACTS_WITH,C0598034
C2004459,TREATS,C1300632
C0243087,TREATS,C0019144
C2744535,ASSOCIATED_WITH,C0014175
C2936622,USES,C2603343
C0040300,LOCATION_OF,C1420702
C0040300,LOCATION_OF,C1420701
C0496779,TREATS,C0392920
C0205400,LOCATION_OF,C0007531
C0596473,NEG_DIAGNOSES,C0279702
C0030705,PROCESS_OF,C0039445
C0597134,LOCATION_OF,C0021853
C1523298,CAUSES(SPEC),C0165519
C0184661,ISA,C3810531
C0728940,TREATS,C0027627
C0006826,ISA,C0941053
C0079904,AUGMENTS,C3714584
C1333990,TREATS,C0009429
C0009319,ASSOCIATED_WITH,C0445623
C1367307,PART_OF,C0227525
C0002062,COEXISTS_WITH,C0164786
C1514955,AFFECTS,C0011135
C0521989,TREATS(INFER),C1868801
C0206058,TREATS,C0006826
C1700929,PRECEDES,C0436307
C0030705,ADMINISTERED_TO,C0860675
C0040300,LOCATION_OF,C1420639
C0118522,ASSOCIATED_WITH,C0021368
C2744535,LOCATION_OF,C0679646
C0030705,OCCURS_IN,C0011581
C0006826,DIAGNOSES,C0699749
C0009402,DISRUPTS(SPEC),C2608320
C0030705,PROCESS_OF,C3156591
C0030705,PROCESS_OF,C1858576
C0004391,CAUSES,C0252902
C0442867,NEG_DIAGNOSES,C4071824
C1567665,PART_OF,C0020205
C0030705,PROCESS_OF,C0279000
C1512554,AFFECTS,C0007103
C1335302,TREATS(INFER),C0085533
C0017429,COEXISTS_WITH,C0012854
C2744535,ASSOCIATED_WITH,C0028754
C0043210,PROCESS_OF,C0002871
C0011065,NEG_AFFECTS,C1261473
C0014245,ISA,C0079304
C0018932,PREDISPOSES,C0150312
C0023884,AFFECTS,C0007140
C0599755,PROCESS_OF,C0346429
C0018270,DISRUPTS,C0255813
C0007113,COEXISTS_WITH,C0009450
C0012854,PART_OF,C1257909
C0064993,LOCATION_OF,C0771377
C1155661,PROCESS_OF,C0079429
C0965245,AFFECTS,C0006826
C0040395,DIAGNOSES,C0007113
C0185115,LOCATION_OF,C0015350
C0150740,USES,C1282573
C0007603,PART_OF,C0225700
C0031150,ISA,C0282493
C0677930,ISA,C0009402
C0596263,ASSOCIATED_WITH,C0017337
C0192861,TREATS,C0007102
C0007634,INTERACTS_WITH,C4330475
C0007102,TREATS,C0031740
C2608114,TREATS(INFER),C1517940
C0017337,INTERACTS_WITH,C1420251
C0178874,AFFECTS,C2260797
C0026809,PART_OF,C0022688
C0022646,LOCATION_OF,C0001418
C0027362,USES,C4522078
C0022885,ISA,C0679560
C0278484,TREATS,C0015252
C0278250,TREATS(INFER),C0015252
C0021083,TREATS(INFER),C0024117
C0013227,INTERACTS_WITH,C0059563
C0085983,AUGMENTS,C1567665
C0021831,AFFECTS,C2103078
C0025598,COMPARED_WITH,C0016360
C0025266,PROCESS_OF,C0020538
C0600558,TREATS,C0599755
C0030705,TREATS(SPEC),C0014245
C0243077,TREATS,C2939419
C0038351,LOCATION_OF,C2744535
C1310550,ASSOCIATED_WITH,C0032787
C0030705,PROCESS_OF,C0005779
C2744535,ASSOCIATED_WITH,C0028778
C1520113,DISRUPTS,C1332126
C0040300,LOCATION_OF,C1419637
C0303231,TREATS,C2239176
C0030705,PROCESS_OF,C0005778
C0040300,PART_OF,C0599755
C3814448,NEG_TREATS,C0001675
C0009566,PREDISPOSES,C0578022
C0812241,COEXISTS_WITH,C1425565
C0919691,PRECEDES,C0007113
C0069717,INHIBITS,C0530678
C0238003,ISA,C0003614
C0080055,INTERACTS_WITH,C2717940
C0043246,LOCATION_OF,C0022378
C1306459,PROCESS_OF,C0086418
C0460048,TREATS,C0015252
C0011900,DIAGNOSES,C0020517
C0025252,CAUSES,C0004364
C0012634,COEXISTS_WITH,C0332448
C0040300,LOCATION_OF,C1419683
C1527249,TREATS,C0062585
