C0445117;Neoplasm present
C0556030;S100A4 gene
C0487852;hydatids
C4300109;Clinical Trials
C0521377;Large Mass
C1511573;Cell Count
C0596935;Metabolism
C0270724;Interstitial Radiation Therapy
C4279909;Shelf Life Food
C0532025;Proto-Oncogene Proteins c-akt
C0315222;Edwardsiella tarda
C0521362;Goblet Cells
C0184351;Prophylactic treatment
C0871261;Immunity
C0521367;Adenoid Cystic Carcinoma
C1511562;Malignant neoplasm of sigmoid colon
C0219458;silicon phthalocyanine
C1512896;Clinical Trials
C0919671;subileus
C0183029;Blades (device)
C0545322;Neoplasm Metastasis
C0858252;Homo sapiens
C0303226;Gallium-68
C0596913;Coordination Complexes
C1882332;Macrophage Activation Syndrome
C0184348;Air
C0871236;Association Therapy
C0920688;Geriatric Assessment
C0945984;Homo sapiens
C0232462;Inflammatory Bowel Diseases
C0920687;Primary Health Care
C0233794;PISD gene
C0232478;Persons
C1547547;Schedule II Substance
C1522260;naringin
C1150540;Study
C1136240;Negative
C0919691;DNA Nucleotidylexotransferase human
C0473296;Open Resection
C1449159;Jejunal mucous membrane
C0303231;pregnane X receptor
C0219472;SPINK5 gene
C0256421;Intestines Small
C0219474;Bax protein
C1318700;sildenafil
C3891256;Body tissue
C2338738;Colon Carcinoma
C0206194;Erotic feeling
C0221791;Kidney Failure
C0206193;Excision
C1136254;Patients
C0243102;enzyme activity
C0860594;inhibitors
C0883208;Lymphoma cells
C1259909;Colorectal Neoplasms
C3891267;Carcinogens
C0232459;Antiemetics
C0099260;Angiogenic Process
C0206187;AXIN2 gene
C1522240;Airway Obstruction
C0596902;Nuclear accumulation
C0596901;Hybrids
C0206190;Macrophages Peritoneal
C2919684;Romanian
C1882340;Non-alcoholic Fatty Liver Disease
C1956415;Activities of Daily Living (activity)
C0065058;Colorectal Carcinoma
C0077046;sucralose
C0113222;invasive growth
C0810150;Mucous Membrane
C0282082;Merkel cell carcinoma
C0810152;Malignant Female Reproductive System Neoplasm
C1519315;RNA Small Interfering
C0065054;Colorectal Carcinoma
C1519312;Signal Transduction Inhibition
C1956422;IL27 gene
C1257789;Secondary malignant neoplasm of lung
C0596563;Mus
C0596562;Proteins
C0282090;Bisacodyl
C3471351;Malignant tumor of colon
C1519302;Adenocarcinoma of small intestine
C2350399;Metabolome
C0151517;Carcinoma Small Cell
C1257759;mRNA Degradation
C0342257;Patients
C0077063;SLC2A5 gene
C1506024;Transitional cell carcinoma of bladder
C0137209;Cell cluster
C0534283;Octreotide
C1518003;Chemo-radiotherapy
C0065078;lissamine rhodamine B
C0004903;Cessation of life
C0078388;TJP1 gene
C3255672;Neoplasms
C0597879;Intestinal metaplasia
C0596545;Asians
C0065088;Catenins
C2350360;Pharmaceutical Preparations
C0920605;Neoplasms
C1532338;Acute myocardial infarction
C0282046;Surgery Day
C0392548;Disease
C1704729;Diagnostic radiologic examination
C0295352;Serotonin 5-HT-3 Receptor
C0077072;Defecation
C0560564;Stromal Neoplasm
C0751283;DDB-1 and CUL4-Associated Factor 7
C0560560;Intestinal Diseases
C1704726;Participant
C1704723;Tumor cells malignant
C1518010;Neoplasm Metastasis
C3280670;PREGNANCY LOSS RECURRENT SUSCEPTIBILITY TO 1
C2931822;Colorectal Neoplasms
C0211705;Mitogen-Activated Protein Kinase Kinases
C0920627;Orphan Diseases
C2362324;Colorectal Carcinoma
C0861727;Pharmacotherapy
C0907649;Signal Transduction Pathways
C2350345;Protein Kinases
C1518048;Malignant tumor of colon
C1257793;Homo sapiens
C1257792;SOX17 gene
C0920619;gene therapy
C0920616;Mus
C0920618;neoplasm remission
C0920617;Patients
C1267116;Carcinoma
C0597834;Patients
C1704746;Macrophage Activation Syndrome
C2350332;AKT Signaling Pathway
C3472669;Diagnostic radiologic examination
C0751265;Woman
C1704743;Treatment Protocols
C0920610;Manipulation procedure
C0596508;Embryonic Stem Cells
C4047398;Patients
C1425792;EZH2 protein human
C1424461;Tumor cells malignant
C0332835;Hepatitis B Surface Antigens
C1424460;NLRP3 gene
C0439742;Lymphocyte
C0440744;cytokine production
C1424462;Nucleoplasm
C0440747;PDCD1 gene
C1412493;Diarrhea
C1412498;AQP8 gene
C1690432;Patients
C1412497;Wnt Signaling Pathway
C1412494;Mus
C0993595;Hypersensitivity
C3472608;Colon structure (body structure)
C0440752;Janus kinase
C3472607;Pancreatobiliary-type carcinoma
C1293484;TNFSF14 gene
C0401149;Rectal Prolapse
C1510924;Secondary malignant neoplasm of liver
C0679408;Lesion of stomach
C0679407;FABP2 protein human
C0332857;Anastomosis side to side
C0332856;Anastomosis end to side
C0332855;Anastomosis side to end
C0401151;Cardiovascular Diseases
C0332853;Malignant neoplasm of transverse colon
C3471303;Migration Cell
C0221082;Frailty
C0740577;Male population group
C0038280;Endometriosis
C0440738;Liposomes
C0738267;Neoplasm Metastasis
C2677316;Cell Count
C0040597;Clip
C4048686;Body tissue
C0678133;Taxol
C0038270;Patients
C1413772;secretory protein
C1413773;Neoplasms
C4086963;intestinal adenocarcinoma
C0524903;Oils Volatile
C0498085;Carcinoma
C0667477;SDHA gene
C0741899;Endoscopic Ultrasound-Guided Fine Needle Aspiration
C0524909;Intestinal Microbiome
C0427716;Enzyme-Linked Immunosorbent Assay
C0039597;Yolk Sac Tumor
C2713498;Metazoa
C4046039;Liver diseases
C0741884;ovarian
C1825933;Fumarate Hydratase
C0678121;Colorectal Carcinoma
C0741885;Cohort
C1824605;CCDC80 gene
C0741886;Malignant neoplasm of sigmoid colon
C0039590;Metastatic Malignant Testicular Germ Cell Tumor
C1412457;Colonic mucous membrane
C2713490;pros protein Drosophila
C4528578;Suspected malignancy
C0040577;Immune System Processes
C1425779;Patients
C0038257;Covered Stent
C0330230;Prophylactic treatment
C0596570;NOX4 gene
C0038250;GABA-A Receptor
C0678118;Ultracentrifugation
C0026267;Patients
C4527238;Lung
C4527233;Endometriosis
C0596577;Immune System Processes
C0027597;Oxides
C1423114;Colorectal Carcinoma
C1425775;Antitumor Response
C1423112;neuronal
C1825912;Body tissue
C0331570;Phenolics
C0330240;Alkaloids
C0678107;Glutamyl transferase
C0596581;Frail
C2712185;Persons
C1425781;Malignant tumor of colon
C1100660;PCSK9 protein human
C0026277;Rectum
C1825916;lymph nodes
C3843422;Females
C0679381;Pediatric Disorder
C0259628;Malignant tumor of colon
C0235656;Vertebral column
C0014268;Mus
C0038238;Stenosis
C0678054;Liver and Intrahepatic Biliary Tract Carcinoma
C0014264;Plasma
C2954564;FZD3 gene
C1366897;MAPK12 gene
C1137883;Biologic Development
C0039561;Plant Preparations
C4086919;Serum
C0221013;Woman
C1823200;Colon Carcinoma
C1412407;TRPV1 gene
C1412403;ANK2 gene
C4277664;Behavior
C1366894;Lipopolysaccharides
C0702249;Adenocarcinoma
C0014279;Engineering
C0476644;Diagnostic Services
C0014272;mitochondria-nucleus signaling pathway
C0040549;Okadaic Acid
C1412418;Adenocarcinoma of small intestine
C1413749;Chronic Obstructive Airway Disease
C0026259;Topoisomerase II
C0003595;LDL-Receptor Related Protein 1
C3854133;Lesion
C0026255;Italians
C0003593;DGAT2 gene
C0475311;Harbor
C4277658;Solute Carrier Proteins
C0015576;Germ-Line Mutation
C0014245;Additional procedure
C2713587;Polymers
C1449705;Laboratory Procedures
C0475309;Education Medical
C1825843;Tumor cells malignant
C1824513;Neoplasms
C0014241;Bacillus intermedius ribonuclease
C0679362;Anus
C1149888;Adult
C0014243;Obstruction
C0678034;Spironolactone
C1413754;Symptoms
C1412424;Body tissue
C1413755;CSNK1D gene
C1412429;Malignant neoplasm of thyroid
C1412428;Wnt Signaling Pathway
C1413756;CSNK1E gene
C0223657;Structure of ischial spine
C1112566;Patients
C1112565;Patients
C4277685;Microbiome
C3160815;Polycystic Kidney Autosomal Dominant
C1149880;Cross Reactions
C2953246;Progressive Neoplastic Disease
C2062516;Colorectal Carcinoma
C0014257;Blood supply aspects
C0753802;Laboratory Procedures
C0728867;Drug effect disorder
C1327386;protein stabilization
C1326057;epithelial cell differentiation
C0222331;Merkel cell carcinoma
C1413766;colon growth
C1412430;Neoplasms
C0221002;Hyperparathyroidism Primary
C0524910;Hepatectomy
C1413762;Tumor cells malignant
C0524914;Tissue specific
C0027567;Lung
C0026237;JNK Pathway
C1413769;Dissecting hemorrhage
C1148564;Cells
C0450011;Patients
C1425745;Immune response
C0039538;Fine needle aspiration biopsy
C0236970;Alcohol-Induced Disorders
C1149827;acetylcholinesterase activity
C0040511;Gastrinoma
C0426359;Woman
C0524984;SLC6A2 protein human
C0004897;Ursidae Family
C0027530;Mass of body structure
C2700280;cancer therapy
C0439663;Persons
C0439662;Clinical Response
C0055738;Plants
C1328695;Malignant Neoplasms
C0221060;Patients
C0015560;Patients
C4049944;Liver and Intrahepatic Biliary Tract Carcinoma
C2290247;Agaricomycetes
C0041834;Perianal
C0026219;Study
C0027543;Avascular necrosis of bone
C0027544;Urethra
C0439659;Beginning
C0524979;Intestines
C4011395;Mature adipocytes
C0150270;Evaluation
C0027540;Duration
C0014239;interleukin-6 receptor activity
C1823226;UAMC-2526
C0016860;Furosemide
C0680395;Malignant Neoplasms
C0441971;Patients
C1824550;Patients
C0524963;Cohort
C1136539;Peptides
C0401074;Adenocarcinoma
C0055753;Present
C0055754;Symptoms
C0003584;Paget Disease Extramammary
C0079722;LAG3 wt Allele
C2315931;Secondary malignant neoplasm of lung
C3160858;Patients
C0680398;Mean score
C0015535;Communicable Diseases
C0015537;Faculty Medical
C0451306;Patients
C1823210;C1orf64 gene
C1413725;CRY2 gene
C0332942;Congenital deviation
C0967223;Patients
C0054434;Proto-Oncogene Proteins c-akt
C0054433;Defecation
C0016879;Acute colitis
C0933845;Pancreas
C0546333;Patients
C0028829;Octogenarians
C0919532;Congenital dyserythropoietic anemia
C2348001;Age Cohort
C0919538;Microsatellite instability-high colorectal cancer
C0028821;Neoplastic Cell Transformation
C0079744;Lymphoid neoplasm
C4278916;Colorectal Carcinoma
C1257826;Chromosome Stability
C1257825;Genomic Stability
C0015522;Embryonic Development
C1704807;RNA
C0919524;Patients
C0919528;Carcinogenesis
C0489903;Chemotherapy Regimen
C0028833;Radionuclide Imaging
C0079731;B-Cell Lymphomas
C0223603;dendritic shaft
C0015528;factor XIII
C0067762;N-Acetylneuraminic Acid
C0596609;Gene-Environment Interaction
C0200949;Blood culture
C3158583;resveratrol
C1824590;Extracellular Vesicles
C0151594;Umbilical pain
C1824592;Patients
C4049918;Polyunsaturated Fatty Acids
C1173590;Reactive Oxygen Species
C0002210;Neoplasms
C4277602;Catenins
C0053139;Apoptosis
C0187514;removal technique
C2350307;Cytoplasm
C4277609;Stomach Neoplasms
C0016832;Microorganism
C0558347;Recurrent disease
C0897751;hordenine
C0003537;Male population group
C1257806;Intestinal metaplasia
C1330959;Hormone Therapy
C1533698;Neoplasms
C0475372;Tumor stage T1
C0920533;ZBTB33 gene
C0450094;Colectomy
C1704820;Solid Neoplasm
C0079784;Tumor-Associated Macrophage
C1556381;Patients
C1556380;Patients
C0016807;Anemia Sickle Cell
C0016801;Fumarates
C0151526;Infant Newborn
C0319923;Fungi
C0475358;rapid diagnosis
C0079772;T-Cell Lymphoma
C0079773;Lymphoma T-Cell Cutaneous
C0151521;Patients
C0861772;Xeloda-Oxaliplatin Regimen
C0053169;Malignant Neoplasms
C0450076;Gradient method
C0847483;Low Anterior Resection
C0560617;Mouse Muscle
C1257838;Protoplasm
C0003507;Patients
C0489950;Hodgkin Disease
C0521059;Glucans
C0920584;Lymphoma Non-Hodgkin
C4309078;Chronic inflammation
C2930586;RNA
C4024608;Malignant neoplasm of colon stage IV
C0151544;Colorectal Carcinoma
C0151546;Cells
C3494038;pregnane glycoside
C1269815;Cohort
C3640764;Patients
C1304649;Infrared spectroscopy
C0125272;PIKFYVE gene
C4277637;Stenosis
C1257899;Genotoxic Stress
C0632858;V33
C0065175;CA-19-9 Antigen
C0125323;Genes
C1257890;Population Group
C0151603;Edema
C1293528;recurrent prostate cancer
C0151636;Cancer Patient
C1257879;Diet
C0597984;Cholangitis
C0152964;Patients
C1519215;Organ
C0101334;Dextran Sulfate Sodium
C0077172;Chronic disease
C1571809;Visceral manipulation
C1702242;SUB1 protein human
C0534397;Malignant Neoplasms
C2931926;multicatalytic endopeptidase complex
C1281569;Undifferentiated illness
C0558355;Patients
C2349254;Rectal Carcinoma
C0596638;SMAD4 gene
C0750081;Woman
C1969646;Neoplastic Cell Transformation
C0559681;Perioperative complication
C0282163;Immigrant (person)
C1160185;transduction
C1969641;Genetic Polymorphism
C0557037;Patients
C0643538;6-cyano-5-methoxy-12-methylindolo(23-a)carbazole
C2349249;Chemoradiotherapy
C2349244;Malignant neoplasm of descending colon
C2349245;Malignant neoplasm of sigmoid colon
C0681814;Comet Assay
C2350239;Persons
C1519221;Secretory cell
C0920508;Enzyme-Linked Immunospot Assay
C0545067;Tumor thrombus vascular
C0919511;Colorectal Carcinoma
C1883047;Cold polypectomy
C0596611;Receptor Protein-Tyrosine Kinases
C0596610;gene interaction
C2930619;Undifferentiated illness
C0920502;Hereditary Malignant Neoplasm
C1519255;Instrumental activities of daily living
C1519252;geriatric patients
C0751394;Malignant Neoplasms
C0919509;Hereditary Nonpolyposis Colorectal Cancer
C0596620;Cholecalciferol
C0392400;Peritoneum
C1704860;Transcription Genetic
C0282193;Carcinogenesis
C0749075;Child
C1268567;Vascular Endothelial Growth Factor Receptor
C1519247;Indocyanine Green
C0907533;NOS1 protein human
C0282122;Respondents
C1292266;Coagulation protein
C1449886;Focal Adhesions
C1424587;Neoplastic Cell Transformation
C0441960;Patients
C1956385;Anterior
C1424590;RNA
C0678209;TNF receptor-associated factor 6
C1377708;colon rectal
C0681850;Malignant neoplasm of gastrointestinal tract
C0751366;Radiation-Induced Cancer
C4479222;Increased apoptosis
C1424597;Organoids
C0038179;Starch
C1510809;Secondary carcinoma
C0221191;Judge
C1510800;Infiltration
C0221198;Relative (related person)
C0038172;Thyme oil
C0114612;DNA glycosylase
C0283470;Tumor cells malignant
C3472518;International student
C2678521;Chronic Obstructive Airway Disease
C0740693;Abscess
C0269115;Gynecologic Surgical Procedures
C0139903;Plasma membrane
C0139905;Cell Proliferation
C0040480;Vimentin
C0439631;Malignant neoplasm of brain
C2700050;Neuroendocrine Tumors
C0259795;Enteritis due to radiation
C0026196;PLOD2 gene
C4288280;Neoplasms
C0257137;Caco-2 Cells
C0039485;Seizures
C1824735;Neoplasms
C1413896;CYR61 gene
C0014180;Carcinoma Endometrioid
C0002199;Cancer invasiveness
C0027497;Pharmacotherapy
C1293558;Ethanol
C0027498;Patients
C1823407;Tumor Progression
C0002191;Neoplastic Cell Transformation
C0026162;Severe (severity modifier)
C2678545;Lung
C0040461;Mucous Membrane
C1412575;PLAGL2 gene
C1510810;Academia (organization)
C4527364;Adult Fanconi syndrome
C3820663;TORC1 signaling
C0040457;Tooth Supernumerary
C1424569;DGCR14 gene
C0679560;Non-Neoplastic Disorder
C0038136;Nation
C1412588;Tumor cells malignant
C0678236;Congenital malrotation of intestine
C0439603;Frequencies (time pattern)
C0667570;Combined Modality Therapy
C4528684;Patients
C0329155;Leiostomus xanthurus
C1824700;Adrenocortical carcinoma
C0014175;Cicatrix
C1824701;Growth
C1824702;Esophageal carcinoma
C3843309;Adenocarcinoma
C0678222;WNT9B gene
C2713393;Tissue Specificity
C0014173;Endometrial Hyperplasia
C0282111;Materials
C0740651;Evaluation procedure
C0282114;Process
C0679557;Hospitals
C1510835;Homo sapiens
C2752965;prostate gland growth
C0681873;gene therapy
C1824709;hepatoma cell
C0014145;Testis
C1424504;Infiltration
C2979983;risk factors
C1824658;Neoplasms
C0039446;Late effect of medical intervention
C0039445;Coordinated Care
C1412521;Immune Cell
C2979982;Woman
C0027459;National Health Programs
C0728993;Woman
C4277544;Biologic Development
C1412528;HUNK gene
C0027452;Endoscopic Submucosal Dissection
C4277543;NLRP3 gene
C0028785;Skin Ulcer
C0003483;Abdomen
C1425830;Quantitative Reverse Transcriptase PCR
C3843353;Liver carcinoma
C4277548;PIEZO2 gene
C0041755;anamorelin
C4023452;Colorectal Carcinoma
C1412533;Malignant Neoplasms
C0246421;Hormone Therapy
C1825971;Glycolysis
C0002144;Transplantation
C1112459;First line treatment
C1413868;FRAP1 protein human
C1135117;oxaliplatin
C0235782;Primary sclerosing cholangitis
C0028792;Colorectal Carcinoma
C0438280;Duodenum
C0039421;Technology
C0016786;HCT116 Cells
C0041740;School
C0015450;Cranial nerve deficits
C0039423;early detection of colorectal cancer
C0234428;Male population group
C1861617;CCI gene
C1112442;Disease
C4527316;T-Cell-Specific Surface Glycoprotein CD28 human
C0246415;Metastatic Epidermoid Carcinomas
C1112446;Wound closure
C2315852;Neoplasm of small intestine
C0002171;Alopecia Areata
C1424521;Cancer of Digestive System
C0002170;Co-morbid conditions
C0210492;Matrix Metalloproteinases
C0039411;Patients
C0016799;leupeptin
C0014137;Endocrinology
C0014136;Endocrine system
C1425869;Neoplasms
C0014132;Endocrine Gland Neoplasms
C0016790;Chronic Obstructive Airway Disease
C0040408;Metachronous Malignant Neoplasm
C1135135;gastrointestinal toxicity
C1135130;bevacizumab
C0040405;Physical findings
C0028775;Hospitals
C0028778;Appendicitis
C1556274;hypertension complications
C4529962;Fatty Liver Disease
C0027442;Probes
C0185047;Stripping
C0681797;Health care facility
C0003492;Patients
C0014139;Endocytosis
C0969726;Glucosides
C0039400;Proliferation (morphologic abnormality)
C0066503;soluble
C0221170;Malignant Neoplasms
C0016762;Pharmaceutical Preparations
C4277581;Patients
C4277580;Neoplastic Cell Transformation
C0185033;Bladder Neoplasm
C0004779;Basal cell carcinoma
C0269108;Woman
C0521119;Membrane Proteins
C0269106;Patients
C2700166;Screening procedure
C0269102;Colon structure (body structure)
C1413811;Early gastric cancer
C0054521;calmodulin-dependent protein kinase III
C0741933;Cancer Patient
C0016767;Berries
C1824688;Cell Survival
C0066511;microcin
C1257909;Elderly man
C0028754;Voluntary Workers
C4277577;EPB41L2 gene
C0185027;DNA Methylation
C0027423;Nodular lesions
C0004763;Hiatal Hernia
C0028756;Poor outcome
C1413824;Secondary malignant neoplasm of liver
C0968453;ITLN1 protein human
C4277573;Sexual and Gender Minorities
C0185023;Rectum excision (procedure)
C0004760;Patients
C0185026;CDC37 gene
C1413822;Secondary Neoplasm
C0439531;per period (qualifier value)
C1425800;LIPI gene
C0174383;Matrix Metalloproteinase 11
C1837991;Pathogenic
C0741926;cardiac patient
C0016778;Uracil
C0259768;Complication
C0016741;Malignant Neoplasms
C0258439;GA-Binding Protein Transcription Factor
C0066522;COL5A2 gene
C0221152;Patients
C0221151;Malignant tumor of cervix
C0185010;Perforation of colon
C0004799;Heparitin Sulfate
C0003469;Mus
C0003467;general population
C0028723;Multiple malignancy
C0004793;ENPEP gene
C0003463;Induction Chemotherapy
C0054541;Liver Cirrhosis
C0185012;Corner Minus
C0003461;Recurrent squamous cell carcinoma
C0054543;Endoplasmic Reticulum
C0078518;WR 1065
C0054549;Periodontitis Juvenile
C0016745;Replication Origin
C1302181;Patients
C0175697;Colonic mucous membrane
C0728940;Metastatic malignant neoplasm to brain
C0247771;Antigens Neoplasm
C0028736;Antineoplastic Agents
C0053225;Functional disorder of intestine
C1412515;ARG1 gene
C0003451;Viral hepatitis
